24,80,0.01,5,0.18786617114278,1.53280137564245e-07,1.68035222923564e-07,0.148175750549199,0.184594252008512
24,80,0.01,25,0.189875424346135,9.07739101430729e-08,3.25653168587605e-07,0.14823105955645,0.184860029091693
24,80,0.01,50,0.190592588353806,6.63551788766184e-07,3.74641690532471e-07,0.148168421311785,0.184660312880422
24,80,0.01,100,0.211378474008397,1.35720732665688e-07,4.18127382806801e-07,0.148157413804944,0.184630998031138
24,80,0.01,150,0.208843816699633,6.94378516708814e-07,9.0636253292908e-08,0.148148756037334,0.184692646508301
24,80,0.01,200,0.250470496297381,3.01508650624225e-07,1.42733838520278e-07,0.148135759094749,0.184582203589082
24,5,0.01,80,0.189211236064967,2.52438279830045e-08,3.78966390402383e-08,0.148546342741842,0.185582737680525
24,10,0.01,80,0.191384049860549,3.01037681836003e-08,2.73617287648408e-07,0.148453581631777,0.185241703109423
24,50,0.01,80,0.217686008456017,2.81211914167897e-07,1.94298369393708e-07,0.148221806778152,0.184643993259147
24,100,0.01,80,0.199610659191964,7.81322723517536e-07,1.1331420585311e-07,0.148101226547015,0.184541975895781
24,125,0.01,80,0.335172121135465,1.92681154163269e-07,3.17882365095253e-07,0.148097329770955,0.184530180001279
12,80,0.01,80,0.194418683597386,5.28833424702049e-07,7.753815038358e-07,0.148354550992228,0.184803591996929
24,80,0.01,80,0.190187928955706,8.33023039876533e-07,9.25930708825897e-08,0.148172675761673,0.184621381388726
46,80,0.01,80,0.196001128792403,4.14641987139321e-08,2.37823811468324e-09,0.147876894421473,0.184391170607043
120,80,0.01,80,0.187074938895409,7.8921756415081e-09,2.90320029885751e-09,0.147367276216645,0.184235476336041
24,80,0.01,80,0.191029855201432,7.07827443371975e-07,4.38014596986692e-07,0.148175387091488,0.184577881098582
24,80,0.001,80,0.190170091322761,2.13321037937182e-07,3.09276755329926e-08,0.148405445529314,0.185053585523563
24,80,0.0001,80,0.190479799052962,6.98673431886559e-09,1.12121807685144e-08,0.14859488903668,0.185523277817495
24,80,1e-06,80,0.190135781859449,6.98386974851402e-13,4.08749343462924e-13,0.14873702243356,0.185668154385189
24,80,1e-08,80,0.189384311538396,2.20071071152574e-16,6.12232874770158e-17,0.148642918926483,0.185823404219963
